"Iredell County,  North Carolina","$            203,488",$           928,$           983,"$        1,040"
"Crow Wing County,  Minnesota","$           202,610",$           924,$           979,"$        1,035"
"Sevier County,  Tennessee","$            202,389",$           923,$           978,"$        1,034"
"Rockbridge County,  Virginia","$            201,731",$           920,$           975,"$        1,031"
"Warren County,  New York","$            201,549",$           919,$           974,"$        1,030"
"St. Lucie County,  Florida","$            200,737",$           915,$           970,"$        1,026"
"Iron County,  Utah","$            200,702",$           915,$           970,"$        1,026"
"Greenville County,  South Carolina","$            200,691",$           915,$           970,"$        1,026"
"Pinal County,  Arizona","$           200,224",$           913,$           967,"$        1,023"
"Yakima County,  Washington","$            200,196",$           913,$           967,"$        1,023"
"Blue Earth County,  Minnesota","$           199,997",$           912,$           966,"$        1,022"
"Fayette County,  Tennessee","$            199,748",$           911,$           965,"$        1,021"
"Porter County,  Indiana","$            199,721",$           911,$           965,"$        1,021"
"Kaufman County,  Texas","$            199,692",$           911,$           965,"$        1,020"
"Newport News city,  Virginia","$            199,675",$           911,$           965,"$        1,020"
"East Baton Rouge Parish,  Louisiana","$            199,540",$           910,$           964,"$        1,020"
"Boundary County,  Idaho","$           199,539",$           910,$           964,"$        1,020"
"Southeast Fairbanks Census Area,  Alaska","$            199,065",$           908,$           962,"$        1,017"
"Miami County,  Kansas","$           199,046",$           908,$           962,"$        1,017"
"Grant County,  Washington","$           198,919",$           907,$           961,"$        1,016"
"Juab County,  Utah","$           198,747",$           906,$           960,"$        1,016"
"Amelia County,  Virginia","$           198,727",$           906,$           960,"$        1,016"
"Jackson County,  Georgia","$            198,506",$           905,$           959,"$        1,014"
"Del Norte County,  California","$            198,498",$           905,$           959,"$        1,014"
"Fremont County,  Wyoming","$            198,238",$           904,$           958,"$        1,013"
"Llano County,  Texas","$            198,171",$           904,$           957,"$        1,013"
"Grundy County,  Illinois","$           198,142",$           904,$           957,"$        1,013"
"Pima County,  Arizona","$            198,125",$           903,$           957,"$        1,012"
"Washington County,  Nebraska","$           198,066",$           903,$           957,"$        1,012"
"Clay County,  Florida","$            197,607",$           901,$           955,"$        1,010"
"Lawrence County,  South Dakota","$           197,552",$           901,$           954,"$        1,010"
"Berkeley County,  South Carolina","$           197,493",$           901,$           954,"$        1,009"
"Holmes County,  Ohio","$           197,284",$           900,$           953,"$        1,008"
"Klamath County,  Oregon","$            197,217",$           899,$           953,"$        1,008"
"Box Elder County,  Utah","$            196,865",$           898,$           951,"$        1,006"
"Hubbard County,  Minnesota","$            196,794",$           897,$           951,"$        1,006"
"Dillingham Census Area,  Alaska","$           196,780",$           897,$           951,"$        1,006"
"Orange County,  Vermont","$           196,754",$           897,$           951,"$        1,005"
"Becker County,  Minnesota","$            196,147",$           894,$           948,"$        1,002"
"Jefferson County,  Oregon","$           196,117",$           894,$           948,"$        1,002"
"Bastrop County,  Texas","$            195,584",$           892,$           945,$           999
"Columbia County,  Wisconsin","$            195,427",$           891,$           944,$           999
"Bay County,  Florida","$            195,367",$           891,$           944,$           998
"Duchesne County,  Utah","$            195,221",$           890,$           943,$           998
"Leavenworth County,  Kansas","$           195,199",$           890,$           943,$           997
"Lancaster County,  Nebraska","$           195,190",$           890,$           943,$           997
"Coos County,  Oregon","$            195,017",$           889,$           942,$           997
"Campbell County,  Kentucky","$            194,708",$           888,$           941,$           995
"Pike County,  Pennsylvania","$            194,217",$           886,$           938,$           992
"Haywood County,  North Carolina","$            194,132",$           885,$           938,$           992
"Knox County,  Tennessee","$            193,975",$           885,$           937,$           991
"Bristol Bay Borough,  Alaska","$           193,873",$           884,$           937,$           991
"Benton County,  Arkansas","$           193,647",$           883,$           936,$           990
"Clay County,  Missouri","$            193,551",$           883,$           935,$           989
"Bonneville County,  Idaho","$           193,546",$           883,$           935,$           989
"Madison County,  Alabama","$            193,436",$           882,$           935,$           988
"St. Charles Parish,  Louisiana","$            193,326",$           882,$           934,$           988
"Clinton County,  Michigan","$            192,958",$           880,$           932,$           986
"Wayne County,  Utah","$            192,700",$           879,$           931,$           985
"Cass County,  Minnesota","$            192,485",$           878,$           930,$           984
"Lincoln County,  Montana","$            192,302",$           877,$           929,$           983
"Churchill County,  Nevada","$           192,251",$           877,$           929,$           982
"Volusia County,  Florida","$            192,140",$           876,$           928,$           982
"Yakutat City and Borough,  Alaska","$            192,107",$           876,$           928,$           982
"Racine County,  Wisconsin","$           192,104",$           876,$           928,$           982
"Jefferson Parish,  Louisiana","$            191,973",$           875,$           927,$           981
"Polk County,  Iowa","$           191,881",$           875,$           927,$           981
"Asotin County,  Washington","$            191,852",$           875,$           927,$           980
"Nicollet County,  Minnesota","$            191,807",$           875,$           927,$           980
"Stearns County,  Minnesota","$            191,803",$           875,$           927,$           980
"Dallas County,  Texas","$           191,696",$           874,$           926,$           980
"Brown County,  Indiana","$           191,651",$           874,$           926,$           979
"Robertson County,  Tennessee","$            191,602",$           874,$           926,$           979
"Kent County,  Michigan","$           191,591",$           874,$           926,$           979
"Jackson County,  Colorado","$           191,317",$           872,$           924,$           978
"Horry County,  South Carolina","$           191,044",$           871,$           923,$           976
"Hampton city,  Virginia","$           190,962",$           871,$           923,$           976
"Hamilton County,  Tennessee","$           190,932",$           871,$           922,$           976
"Paulding County,  Georgia","$            190,919",$           871,$           922,$           976
"Lemhi County,  Idaho","$            190,844",$           870,$           922,$           975
"Camas County,  Idaho","$            190,734",$           870,$           922,$           975
"Custer County,  Idaho","$           190,734",$           870,$           922,$           975
"Franklin city,  Virginia","$           190,376",$           868,$           920,$           973
"Morton County,  North Dakota","$           190,362",$           868,$           920,$           973
"Georgetown County,  South Carolina","$            190,294",$           868,$           919,$           972
"Madison County,  North Carolina","$            190,048",$           867,$           918,$           971
"Henry County,  Georgia","$            190,023",$           867,$           918,$           971
"Franklin County,  Pennsylvania","$           189,788",$           865,$           917,$           970
"Jackson County,  North Carolina","$            189,623",$           865,$           916,$           969
"Cheatham County,  Tennessee","$            189,600",$           865,$           916,$           969
"Lassen County,  California","$           189,528",$           864,$           916,$           969
"Sullivan County,  New York","$            189,523",$           864,$           916,$           968
"Clarke County,  Georgia","$           189,477",$           864,$           915,$           968
"Union County,  Oregon","$            189,298",$           863,$           915,$           967
"Lafayette Parish,  Louisiana","$            189,276",$           863,$           914,$           967
"Franklin County,  Ohio","$            189,199",$           863,$           914,$           967
"Boone County,  Missouri","$           189,193",$           863,$           914,$           967
"Grays Harbor County,  Washington","$           189,191",$           863,$           914,$           967
"Umatilla County,  Oregon","$           189,188",$           863,$           914,$           967
"Cass County,  Missouri","$           189,154",$           863,$           914,$           967
"Dorchester County,  Maryland","$            189,088",$           862,$           914,$           966
"Okanogan County,  Washington","$           189,079",$           862,$           914,$           966
"Moffat County,  Colorado","$           188,972",$           862,$           913,$           966
"Blount County,  Tennessee","$           188,916",$           861,$           913,$           965
"Isanti County,  Minnesota","$           188,757",$           861,$           912,$           965
"Billings County,  North Dakota","$            188,637",$           860,$           911,$           964
"Siskiyou County,  California","$           188,567",$           860,$           911,$           964
"Austin County,  Texas","$            188,563",$           860,$           911,$           964
"Greene County,  Ohio","$            188,255",$           858,$           910,$           962
"Highland County,  Virginia","$           188,228",$           858,$           909,$           962
"Jefferson County,  Idaho","$            188,224",$           858,$           909,$           962
"Weston County,  Wyoming","$           188,206",$           858,$           909,$           962
"Brown County,  Wisconsin","$           188,201",$           858,$           909,$           962
"Greene County,  New York","$           188,028",$           857,$           908,$           961
"Lumpkin County,  Georgia","$           187,650",$           856,$           907,$           959
"York County,  Pennsylvania","$            187,621",$           856,$           906,$           959
"Nez Perce County,  Idaho","$            187,292",$           854,$           905,$           957
"Harris County,  Texas","$            187,271",$           854,$           905,$           957
"Jefferson County,  Kentucky","$            187,203",$           854,$           904,$           957
"Greene County,  Georgia","$            187,117",$           853,$           904,$           956
"Montgomery County,  Tennessee","$            186,688",$           851,$           902,$           954
"Alachua County,  Florida","$            186,443",$           850,$           901,$           953
"Uinta County,  Wyoming","$           186,429",$           850,$           901,$           953
"Iowa County,  Wisconsin","$           186,312",$           850,$           900,$           952
"Eau Claire County,  Wisconsin","$            186,246",$           849,$           900,$           952
"Berkeley County,  West Virginia","$            186,036",$           848,$           899,$           951
"Humboldt County,  Nevada","$            185,884",$           848,$           898,$           950
"Dickinson County,  Iowa","$           185,780",$           847,$           898,$           949
"Licking County,  Ohio","$           185,691",$           847,$           897,$           949
"Sanpete County,  Utah","$           185,685",$           847,$           897,$           949
"Rutland County,  Vermont","$            185,573",$           846,$           897,$           948
"Ferry County,  Washington","$            185,501",$           846,$           896,$           948
"LaGrange County,  Indiana","$            185,412",$           846,$           896,$           947
"Bartow County,  Georgia","$           185,317",$           845,$           895,$           947
"DeSoto County,  Mississippi","$            185,279",$           845,$           895,$           947
"Camden County,  Missouri","$           185,270",$           845,$           895,$           947
"Sauk County,  Wisconsin","$           185,139",$           844,$           894,$           946
"Davie County,  North Carolina","$           185,124",$           844,$           894,$           946
"Lincoln County,  North Carolina","$           185,010",$           844,$           894,$           945
"Somervell County,  Texas","$            184,959",$           843,$           894,$           945
"Emmet County,  Michigan","$            184,850",$           843,$           893,$           945
"Scott County,  Kentucky","$           184,841",$           843,$           893,$           945
"Wood County,  Ohio","$            184,834",$           843,$           893,$           945
"Washington County,  Arkansas","$           184,743",$           842,$           893,$           944
"West Baton Rouge Parish,  Louisiana","$           184,720",$           842,$           892,$           944
"Chambers County,  Texas","$            184,581",$           842,$           892,$           943
"Glynn County,  Georgia","$           184,528",$           841,$           892,$           943
"Macomb County,  Michigan","$            184,511",$           841,$           891,$           943
"Outagamie County,  Wisconsin","$            184,395",$           841,$           891,$           942
"Calumet County,  Wisconsin","$            184,176",$           840,$           890,$           941
"La Crosse County,  Wisconsin","$            184,104",$           840,$           889,$           941
"Otter Tail County,  Minnesota","$           184,083",$           839,$           889,$           941
"Franklin County,  Virginia","$            183,998",$           839,$           889,$           940
"Franklin County,  Idaho","$            183,802",$           838,$           888,$           939
"Wilson County,  Texas","$            183,788",$           838,$           888,$           939
"Burnet County,  Texas","$            183,778",$           838,$           888,$           939
"Kenosha County,  Wisconsin","$            183,621",$           837,$           887,$           938
"Hood County,  Texas","$            183,455",$           837,$           886,$           937
"Sullivan County,  New Hampshire","$            183,325",$           836,$           886,$           937
"Adams County,  Idaho","$            183,250",$           836,$           885,$           936
"Floyd County,  Indiana","$            183,232",$           836,$           885,$           936
"Lafayette County,  Mississippi","$            183,206",$           835,$           885,$           936
"Washington County,  Pennsylvania","$           183,026",$           835,$           884,$           935
"Pacific County,  Washington","$           182,706",$           833,$           883,$           934
"Fannin County,  Georgia","$           182,541",$           832,$           882,$           933
"King and Queen County,  Virginia","$           182,515",$           832,$           882,$           933
"Morgan County,  West Virginia","$            182,401",$           832,$           881,$           932
"Cascade County,  Montana","$           182,397",$           832,$           881,$           932
"Aitkin County,  Minnesota","$           182,360",$           832,$           881,$           932
"Garfield County,  Utah","$            182,287",$           831,$           881,$           932
"Lapeer County,  Michigan","$           182,073",$           830,$           880,$           930
"Wayne County,  Pennsylvania","$           182,071",$           830,$           880,$           930
"Warren County,  Iowa","$           182,006",$           830,$           879,$           930
"Douglas County,  Nebraska","$           181,995",$           830,$           879,$           930
"Morgan County,  Colorado","$            181,935",$           830,$           879,$           930
"Pender County,  North Carolina","$            181,831",$           829,$           878,$           929
"Portsmouth city,  Virginia","$            181,730",$           829,$           878,$           929
"Pike County,  Georgia","$           181,508",$           828,$           877,$           928
"Randall County,  Texas","$            181,334",$           827,$           876,$           927
"Essex County,  Virginia","$           181,271",$           827,$           876,$           926
"Pasco County,  Florida","$            181,269",$           827,$           876,$           926
"Montour County,  Pennsylvania","$           181,237",$           826,$           876,$           926
"Idaho County,  Idaho","$           181,159",$           826,$           875,$           926
"Dauphin County,  Pennsylvania","$            181,122",$           826,$           875,$           926
"Hughes County,  South Dakota","$           181,054",$           826,$           875,$           925
"Butler County,  Ohio","$            181,008",$           825,$           875,$           925
"Salem city,  Virginia","$           180,982",$           825,$           874,$           925
"Columbia County,  Washington","$           180,805",$           825,$           874,$           924
"Moore County,  Tennessee","$           180,724",$           824,$           873,$           924
"Douglas County,  Georgia","$            180,724",$           824,$           873,$           924
"Johnson County,  Indiana","$           180,577",$           823,$           872,$           923
"Cass County,  Nebraska","$           180,475",$           823,$           872,$           922
"Dodge County,  Minnesota","$           180,398",$           823,$           872,$           922
"Monroe County,  Michigan","$            180,159",$           822,$           870,$           921
"Philadelphia County,  Pennsylvania","$           179,981",$           821,$           870,$           920
"Kandiyohi County,  Minnesota","$           179,883",$           820,$           869,$           919
"Mohave County,  Arizona","$            179,857",$           820,$           869,$           919
"Wabasha County,  Minnesota","$            179,754",$           820,$           868,$           919
"Lebanon County,  Pennsylvania","$            179,697",$           819,$           868,$           918
"Lyon County,  Nevada","$            179,631",$           819,$           868,$           918
"Union County,  Pennsylvania","$           179,568",$           819,$           868,$           918
"Putnam County,  Georgia","$            179,560",$           819,$           868,$           918
"Morgan County,  Indiana","$           179,371",$           818,$           867,$           917
"Ontario County,  New York","$           179,238",$           817,$           866,$           916
"Surry County,  Virginia","$           179,137",$           817,$           865,$           915
"Meade County,  South Dakota","$            178,968",$           816,$           865,$           915
"Bandera County,  Texas","$            178,725",$           815,$           863,$           913
"Fremont County,  Colorado","$            178,697",$           815,$           863,$           913
"Twin Falls County,  Idaho","$           178,628",$           815,$           863,$           913
"Lake County,  Minnesota","$           178,590",$           814,$           863,$           913
"Gem County,  Idaho","$            178,038",$           812,$           860,$           910
"Jessamine County,  Kentucky","$           177,807",$           811,$           859,$           909
"Richland County,  South Carolina","$           177,699",$           810,$           859,$           908
"Guilford County,  North Carolina","$           177,609",$           810,$           858,$           908
"Platte County,  Wyoming","$           177,547",$           810,$           858,$           907
"Warren County,  Kentucky","$           177,121",$           808,$           856,$           905
"Perquimans County,  North Carolina","$           177,103",$           808,$           856,$           905
"Oneida County,  Wisconsin","$           177,089",$           808,$           856,$           905
"Clay County,  Minnesota","$            176,986",$           807,$           855,$           904
"Musselshell County,  Montana","$            176,852",$           806,$           854,$           904
"Southampton County,  Virginia","$            176,770",$           806,$           854,$           903
"Dodge County,  Wisconsin","$            176,767",$           806,$           854,$           903
"Bullitt County,  Kentucky","$           176,684",$           806,$           854,$           903
"Lamar County,  Mississippi","$            176,658",$           806,$           854,$           903
"Champaign County,  Illinois","$           176,498",$           805,$           853,$           902
"Warren County,  Missouri","$           176,337",$           804,$           852,$           901
"Dubuque County,  Iowa","$            176,332",$           804,$           852,$           901
"Lincoln County,  New Mexico","$            176,246",$           804,$           852,$           901
"Garrett County,  Maryland","$            176,222",$           804,$           851,$           901
"Pope County,  Minnesota","$           176,220",$           804,$           851,$           901
"Page County,  Virginia","$           176,157",$           803,$           851,$           900
"Kerr County,  Texas","$            176,152",$           803,$           851,$           900
"Wise County,  Texas","$            176,141",$           803,$           851,$           900
"Franklin County,  Missouri","$            176,018",$           803,$           850,$           899
"Hancock County,  Indiana","$           175,972",$           802,$           850,$           899
"Rich County,  Utah","$           175,819",$           802,$           849,$           898
"Tuscaloosa County,  Alabama","$            175,740",$           801,$           849,$           898
"Green County,  Wisconsin","$            175,587",$           801,$           848,$           897
"Calcasieu Parish,  Louisiana","$           175,572",$           801,$           848,$           897
"Washington County,  Texas","$           175,507",$           800,$           848,$           897
"Bayfield County,  Wisconsin","$           175,372",$           800,$           847,$           896
"Pottawatomie County,  Kansas","$           175,331",$           800,$           847,$           896
"Colonial Heights city,  Virginia","$           175,322",$           799,$           847,$           896
"Benzie County,  Michigan","$            175,235",$           799,$           847,$           895
"Barrow County,  Georgia","$           175,234",$           799,$           847,$           895
"Houston County,  Minnesota","$           175,144",$           799,$           846,$           895
"Hamilton County,  New York","$            175,108",$           799,$           846,$           895
"Mineral County,  Montana","$           175,099",$           798,$           846,$           895
"Charles City County,  Virginia","$           175,000",$           798,$           845,$           894
"Benton County,  Minnesota","$            174,914",$           798,$           845,$           894
"Oliver County,  North Dakota","$           174,894",$           798,$           845,$           894
"Bradley County,  Tennessee","$            174,880",$           797,$           845,$           894
"Putnam County,  Tennessee","$           174,627",$           796,$           844,$           892
"Rockdale County,  Georgia","$           174,561",$           796,$           843,$           892
"Canadian County,  Oklahoma","$           174,308",$           795,$           842,$           891
"Wicomico County,  Maryland","$           174,301",$           795,$           842,$           891
"Clermont County,  Ohio","$           174,213",$           794,$           842,$           890
"McClain County,  Oklahoma","$           174,099",$           794,$           841,$           890
"Meeker County,  Minnesota","$            174,066",$           794,$           841,$           889
"Portage County,  Wisconsin","$           173,869",$           793,$           840,$           888
"Codington County,  South Dakota","$            173,850",$           793,$           840,$           888
"Seward County,  Nebraska","$           173,756",$           792,$           839,$           888
"Fremont County,  Idaho","$            173,565",$           791,$           839,$           887
"Sawyer County,  Wisconsin","$            173,547",$           791,$           838,$           887
"Dearborn County,  Indiana","$            173,457",$           791,$           838,$           886
"Union County,  South Dakota","$           173,417",$           791,$           838,$           886
"Macon County,  North Carolina","$            173,357",$           791,$           838,$           886
"Carlton County,  Minnesota","$           173,220",$           790,$           837,$           885
"Saunders County,  Nebraska","$            173,091",$           789,$           836,$           885
"Washakie County,  Wyoming","$            172,949",$           789,$           836,$           884
"Mountrail County,  North Dakota","$            172,858",$           788,$           835,$           883
"Allegan County,  Michigan","$            172,858",$           788,$           835,$           883
"Kalamazoo County,  Michigan","$            172,856",$           788,$           835,$           883
"Gilmer County,  Georgia","$           172,855",$           788,$           835,$           883
"Lander County,  Nevada","$            172,696",$           788,$           834,$           882
"Plaquemines Parish,  Louisiana","$           172,620",$           787,$           834,$           882
"Lynchburg city,  Virginia","$            172,525",$           787,$           834,$           882
"Jefferson County,  Missouri","$           172,515",$           787,$           833,$           882
"Bexar County,  Texas","$            172,476",$           787,$           833,$           881
"Washington County,  Tennessee","$            172,446",$           786,$           833,$           881
"Brookings County,  South Dakota","$           172,388",$           786,$           833,$           881
"Johnston County,  North Carolina","$            172,173",$           785,$           832,$           880
"Custer County,  Montana","$            172,031",$           784,$           831,$           879
"Dinwiddie County,  Virginia","$            171,886",$           784,$           830,$           878
"Caledonia County,  Vermont","$            171,885",$           784,$           830,$           878
"Dunn County,  North Dakota","$           171,840",$           784,$           830,$           878
"Madison County,  Ohio","$            171,770",$           783,$           830,$           878
"Christian County,  Missouri","$            171,735",$           783,$           830,$           878
"Kenton County,  Kentucky","$           171,732",$           783,$           830,$           878
"Ector County,  Texas","$            171,672",$           783,$           829,$           877
"St. Clair County,  Michigan","$            171,656",$           783,$           829,$           877
"Teton County,  Montana","$            171,593",$           782,$           829,$           877
"Charlevoix County,  Michigan","$            171,561",$           782,$           829,$           877
"Schenectady County,  New York","$           171,553",$           782,$           829,$           877
"Jefferson County,  Alabama","$            171,442",$           782,$           828,$           876
"Craig County,  Virginia","$           171,413",$           782,$           828,$           876
"Morrison County,  Minnesota","$            171,373",$           781,$           828,$           876
"Oconee County,  South Carolina","$           171,328",$           781,$           828,$           876
"Rio Arriba County,  New Mexico","$            171,325",$           781,$           828,$           875
"Lee County,  Alabama","$            171,163",$           781,$           827,$           875
"Monroe County,  Pennsylvania","$           171,017",$           780,$           826,$           874
"Grant County,  Oregon","$           170,929",$           779,$           826,$           873
"Franklin County,  North Carolina","$            170,876",$           779,$           826,$           873
"Craven County,  North Carolina","$           170,789",$           779,$           825,$           873
"Buffalo County,  Nebraska","$           170,786",$           779,$           825,$           873
"Alamosa County,  Colorado","$           170,767",$           779,$           825,$           873
"Polk County,  Florida","$            170,718",$           779,$           825,$           872
"Wyoming County,  Pennsylvania","$            170,678",$           778,$           825,$           872
"Winona County,  Minnesota","$           170,619",$           778,$           824,$           872
"Winneshiek County,  Iowa","$            170,571",$           778,$           824,$           872
"Mills County,  Iowa","$            170,485",$           777,$           824,$           871
"Fayette County,  Texas","$            170,459",$           777,$           824,$           871
"Forsyth County,  North Carolina","$            170,423",$           777,$           823,$           871
"Pickens County,  South Carolina","$           170,417",$           777,$           823,$           871
"Cleveland County,  Oklahoma","$            170,332",$           777,$           823,$           870
"Madison County,  Iowa","$            170,325",$           777,$           823,$           870
"Livingston Parish,  Louisiana","$            170,318",$           777,$           823,$           870
"Bossier Parish,  Louisiana","$            170,265",$           776,$           823,$           870
"Cape Girardeau County,  Missouri","$           170,163",$           776,$           822,$           870
"Cole County,  Missouri","$            170,133",$           776,$           822,$           869
"Oconto County,  Wisconsin","$            170,075",$           776,$           822,$           869
"Pasquotank County,  North Carolina","$            170,040",$           775,$           822,$           869
"Eaton County,  Michigan","$            169,968",$           775,$           821,$           869
"Polk County,  Wisconsin","$            169,898",$           775,$           821,$           868
"Waller County,  Texas","$           169,620",$           773,$           820,$           867
"Northampton County,  Virginia","$           169,610",$           773,$           819,$           867
"Radford city,  Virginia","$           169,579",$           773,$           819,$           867
"Lake County,  Ohio","$           169,332",$           772,$           818,$           865
"Chippewa County,  Wisconsin","$           169,305",$           772,$           818,$           865
"Portage County,  Ohio","$            169,260",$           772,$           818,$           865
"Monroe County,  Georgia","$            169,256",$           772,$           818,$           865
"Kewaunee County,  Wisconsin","$           169,207",$           772,$           818,$           865
"Mercer County,  North Dakota","$           169,193",$           772,$           817,$           865
"Lycoming County,  Pennsylvania","$           169,110",$           771,$           817,$           864
"Dawson County,  Montana","$           169,072",$           771,$           817,$           864
"Fallon County,  Montana","$            168,963",$           770,$           816,$           863
"Johnson County,  Texas","$            168,911",$           770,$           816,$           863
"Cannon County,  Tennessee","$            168,805",$           770,$           816,$           863
"Winnebago County,  Wisconsin","$           168,781",$           770,$           815,$           862
"Stone County,  Missouri","$            168,771",$           770,$           815,$           862
"Kennebec County,  Maine","$            168,768",$           770,$           815,$           862
"Catron County,  New Mexico","$            168,761",$           770,$           815,$           862
"Loup County,  Nebraska","$            168,561",$           769,$           814,$           861
"Lexington County,  South Carolina","$           168,507",$           768,$           814,$           861
"Wagoner County,  Oklahoma","$            168,404",$           768,$           814,$           861
"Madison County,  Kentucky","$            168,354",$           768,$           813,$           860
"Lincoln County,  Washington","$            168,282",$           767,$           813,$           860
"Dunn County,  Wisconsin","$            168,181",$           767,$           813,$           859
"Milwaukee County,  Wisconsin","$            168,165",$           767,$           812,$           859
"Itasca County,  Minnesota","$            168,142",$           767,$           812,$           859
"Limestone County,  Alabama","$            168,090",$           767,$           812,$           859
"White County,  Georgia","$           168,065",$           766,$           812,$           859
"Adams County,  Washington","$           168,058",$           766,$           812,$           859
"Mason County,  Texas","$            167,989",$           766,$           812,$           858
"Walker County,  Texas","$           167,989",$           766,$           812,$           858
"Rabun County,  Georgia","$           167,959",$           766,$           811,$           858
"Sheboygan County,  Wisconsin","$            167,937",$           766,$           811,$           858
"Sierra County,  California","$            167,746",$           765,$           810,$           857
"Smith County,  Texas","$            167,706",$           765,$           810,$           857
"Erie County,  New York","$            167,643",$           764,$           810,$           857
"Saguache County,  Colorado","$            167,640",$           764,$           810,$           857
"St. Louis County,  Minnesota","$           167,581",$           764,$           810,$           856
"Sevier County,  Utah","$            167,489",$           764,$           809,$           856
"Faulkner County,  Arkansas","$            167,462",$           764,$           809,$           856
"Marquette County,  Michigan","$           167,348",$           763,$           809,$           855
"Effingham County,  Georgia","$            167,212",$           763,$           808,$           854
"McLean County,  Illinois","$            167,069",$           762,$           807,$           854
"Anderson County,  Tennessee","$            167,064",$           762,$           807,$           854
"Richmond County,  Virginia","$            166,950",$           761,$           807,$           853
"Oneida County,  Idaho","$            166,851",$           761,$           806,$           853
"Warrick County,  Indiana","$            166,798",$           761,$           806,$           852
"Pickaway County,  Ohio","$            166,618",$           760,$           805,$           851
"Kosciusko County,  Indiana","$            166,495",$           759,$           804,$           851
"Newton County,  Georgia","$            166,382",$           759,$           804,$           850
"Staunton city,  Virginia","$            166,234",$           758,$           803,$           849
"Steele County,  Minnesota","$            166,203",$           758,$           803,$           849
"Yuma County,  Colorado","$            166,188",$           758,$           803,$           849
"Logan County,  Colorado","$           166,076",$           757,$           802,$           849
"Benewah County,  Idaho","$           165,971",$           757,$           802,$           848
"Campbell County,  Virginia","$            165,964",$           757,$           802,$           848
"Susquehanna County,  Pennsylvania","$            165,908",$           757,$           802,$           848
"Linn County,  Iowa","$            165,815",$           756,$           801,$           847
"Carbon County,  Wyoming","$            165,738",$           756,$           801,$           847
"Harrison County,  Mississippi","$           165,728",$           756,$           801,$           847
"Athens County,  Ohio","$           165,727",$           756,$           801,$           847
"Aransas County,  Texas","$            165,668",$           755,$           800,$           847
"Clay County,  North Carolina","$           165,438",$           754,$           799,$           845
"Waldo County,  Maine","$            165,353",$           754,$           799,$           845
"Waynesboro city,  Virginia","$           165,313",$           754,$           799,$           845
"Stanley County,  South Dakota","$            165,288",$           754,$           799,$           845
"Rogers County,  Oklahoma","$            165,153",$           753,$           798,$           844
"Androscoggin County,  Maine","$            165,103",$           753,$           798,$           844
"Millard County,  Utah","$           164,748",$           751,$           796,$           842
"Ellis County,  Kansas","$           164,512",$           750,$           795,$           841
"Camden County,  Georgia","$            164,446",$           750,$           795,$           840
"Allegheny County,  Pennsylvania","$           164,199",$           749,$           793,$           839
"Franklin County,  Indiana","$            164,181",$           749,$           793,$           839
"Washington County,  Idaho","$           164,100",$           748,$           793,$           839
"Scott County,  Iowa","$            164,080",$           748,$           793,$           838
"Bremer County,  Iowa","$           163,922",$           748,$           792,$           838
"Gulf County,  Florida","$            163,918",$           747,$           792,$           838
"Antrim County,  Michigan","$           163,675",$           746,$           791,$           836
"Alamance County,  North Carolina","$           163,649",$           746,$           791,$           836
"Rankin County,  Mississippi","$           163,625",$           746,$           791,$           836
"Lincoln County,  Missouri","$            163,597",$           746,$           790,$           836
"Hamilton County,  Ohio","$            163,533",$           746,$           790,$           836
"Bell County,  Texas","$           163,523",$           746,$           790,$           836
"Tippecanoe County,  Indiana","$           163,508",$           746,$           790,$           836
"Pine County,  Minnesota","$           163,295",$           745,$           789,$           834
"Berrien County,  Michigan","$            163,185",$           744,$           788,$           834
"Butler County,  Kansas","$            163,168",$           744,$           788,$           834
"Appomattox County,  Virginia","$            163,167",$           744,$           788,$           834
"Tulsa County,  Oklahoma","$           163,161",$           744,$           788,$           834
"Cochise County,  Arizona","$           163,155",$           744,$           788,$           834
"Mille Lacs County,  Minnesota","$           163,079",$           744,$           788,$           833
"Amherst County,  Virginia","$           162,952",$           743,$           787,$           833
"Las Animas County,  Colorado","$            162,949",$           743,$           787,$           833
"Tangipahoa Parish,  Louisiana","$           162,921",$           743,$           787,$           833
"Dickson County,  Tennessee","$            162,689",$           742,$           786,$           831
"Fulton County,  Pennsylvania","$            162,675",$           742,$           786,$           831
"Sioux County,  Iowa","$            162,438",$           741,$           785,$           830
"Stevens County,  Minnesota","$            162,433",$           741,$           785,$           830
"Bingham County,  Idaho","$           162,229",$           740,$           784,$           829
"McLean County,  North Dakota","$            162,169",$           740,$           784,$           829
"Lake County,  South Dakota","$            162,051",$           739,$           783,$           828
"Black Hawk County,  Iowa","$            162,020",$           739,$           783,$           828
"Carbon County,  Pennsylvania","$           162,004",$           739,$           783,$           828
"McLeod County,  Minnesota","$            162,002",$           739,$           783,$           828
"Goshen County,  Wyoming","$           161,872",$           738,$           782,$           827
"Burnett County,  Wisconsin","$            161,849",$           738,$           782,$           827
"Westmoreland County,  Pennsylvania","$           161,739",$           738,$           781,$           827
"Kankakee County,  Illinois","$            161,670",$           737,$           781,$           826
"Miami County,  Ohio","$           161,597",$           737,$           781,$           826
"Cumberland County,  New Jersey","$           161,596",$           737,$           781,$           826
"Beaver County,  Utah","$           161,460",$           736,$           780,$           825
"Snyder County,  Pennsylvania","$            161,424",$           736,$           780,$           825
"Buffalo County,  Wisconsin","$            161,419",$           736,$           780,$           825
"Harnett County,  North Carolina","$            161,265",$           735,$           779,$           824
